Country / territory of asylum/residence,Origin,Year,Value
Australia,Afghanistan,2001,334
Australia,Algeria,2001,3
Australia,Bhutan,2001,2
Australia,Bosnia and Herzegovina,2001,373
Australia,Burundi,2001,4
Australia,Cambodia,2001,7
Australia,China,2001,18
Australia,Colombia,2001,17
Australia,Congo,2001,15
Australia,Croatia,2001,795
Australia,Djibouti,2001,1
Australia,Ecuador,2001,3
Australia,Egypt,2001,56
Australia,Eritrea,2001,171
Australia,Ethiopia,2001,247
Australia,Georgia,2001,3
Australia,Germany,2001,6
Australia,Guinea,2001,1
Australia,India,2001,7
Australia,Iran (Islamic Rep. of),2001,179
Australia,Iraq,2001,623
Australia,Kenya,2001,1
Australia,Kuwait,2001,1
Australia,Lebanon,2001,37
Australia,Liberia,2001,103
Australia,Libya,2001,2
Australia,Morocco,2001,4
Australia,Myanmar,2001,146
Australia,Pakistan,2001,29
Australia,Palestinian,2001,6
Australia,Peru,2001,1
Australia,Russian Federation,2001,6
Australia,Rwanda,2001,1
Australia,Serbia and Kosovo: S/RES/1244 (1999),2001,1427
Australia,Sierra Leone,2001,326
Australia,Slovenia,2001,3
Australia,Somalia,2001,241
Australia,Sri Lanka,2001,60
Australia,Sudan,2001,1242
Australia,Thailand,2001,1
Australia,The former Yugoslav Rep. of Macedonia,2001,4
Australia,Turkey,2001,87
Australia,Uganda,2001,5
Australia,United Arab Emirates,2001,7
Australia,United Rep. of Tanzania,2001,2
Australia,Viet Nam,2001,37
Australia,Yemen,2001,15
Benin,Burundi,2001,18
Benin,Dem. Rep. of the Congo,2001,44
Canada,Afghanistan,2001,3124
Canada,Algeria,2001,8
Canada,Angola,2001,13
Canada,Azerbaijan,2001,14
Canada,Belarus,2001,4
Canada,Bhutan,2001,2
Canada,Bosnia and Herzegovina,2001,530
Canada,Burkina Faso,2001,2
Canada,Burundi,2001,243
Canada,Cambodia,2001,2
Canada,Cameroon,2001,11
Canada,Chad,2001,2
Canada,Chile,2001,2
Canada,China,2001,13
Canada,Colombia,2001,820
Canada,Croatia,2001,187
Canada,Cuba,2001,3
Canada,Dem. Rep. of the Congo,2001,428
Canada,Egypt,2001,251
Canada,El Salvador,2001,36
Canada,Eritrea,2001,117
Canada,Ethiopia,2001,475
Canada,France,2001,1
Canada,Georgia,2001,17
Canada,Greece,2001,1
Canada,Guatemala,2001,47
Canada,Guinea-Bissau,2001,1
Canada,Honduras,2001,12
Canada,India,2001,27
Canada,Iran (Islamic Rep. of),2001,895
Canada,Iraq,2001,1131
Canada,Jordan,2001,1
Canada,Kazakhstan,2001,1
Canada,Kenya,2001,3
Canada,Kyrgyzstan,2001,1
Canada,Lebanon,2001,6
Canada,Liberia,2001,32
Canada,Madagascar,2001,2
Canada,Mexico,2001,1
Canada,Myanmar,2001,34
Canada,Pakistan,2001,93
Canada,Russian Federation,2001,52
Canada,Rwanda,2001,72
Canada,Saudi Arabia,2001,1
Canada,Serbia and Kosovo: S/RES/1244 (1999),2001,1538
Canada,Sierra Leone,2001,317
Canada,Somalia,2001,142
Canada,Sri Lanka,2001,24
Canada,Stateless,2001,820
Canada,Sudan,2001,554
Canada,Syrian Arab Rep.,2001,22
Canada,Tajikistan,2001,4
Canada,Thailand,2001,4
Canada,The former Yugoslav Rep. of Macedonia,2001,2
Canada,Togo,2001,31
Canada,Turkey,2001,10
Canada,Uganda,2001,1
Canada,Ukraine,2001,9
Canada,United Kingdom of Great Britain and Northern Ireland,2001,1
Canada,United States of America,2001,2
Canada,Uzbekistan,2001,10
Canada,Various/unknown,2001,31
Canada,Venezuela (Bolivarian Republic of),2001,3
Canada,Viet Nam,2001,1
Canada,Zambia,2001,1
Denmark,Afghanistan,2001,284
Denmark,Chad,2001,3
Denmark,Djibouti,2001,1
Denmark,Ethiopia,2001,1
Denmark,Iran (Islamic Rep. of),2001,6
Denmark,Iraq,2001,70
Denmark,Kenya,2001,8
Denmark,Myanmar,2001,20
Denmark,Rwanda,2001,7
Denmark,Somalia,2001,7
Denmark,Stateless,2001,2
Denmark,Sudan,2001,118
Denmark,Syrian Arab Rep.,2001,1
Denmark,Uganda,2001,6
Finland,Afghanistan,2001,274
Finland,Croatia,2001,50
Finland,India,2001,4
Finland,Iran (Islamic Rep. of),2001,201
Finland,Iraq,2001,94
Finland,Myanmar,2001,5
Finland,Sudan,2001,111
Iceland,Croatia,2001,23
Ireland,Afghanistan,2001,8
Ireland,Dem. Rep. of the Congo,2001,14
Ireland,Iran (Islamic Rep. of),2001,15
Ireland,Iraq,2001,3
Ireland,Somalia,2001,5
Ireland,Sudan,2001,1
Ireland,Tunisia,2001,6
Japan,Cambodia,2001,40
Netherlands,Afghanistan,2001,24
Netherlands,Angola,2001,3
Netherlands,Bosnia and Herzegovina,2001,1
Netherlands,Burundi,2001,12
Netherlands,Cambodia,2001,14
Netherlands,China,2001,2
Netherlands,Congo,2001,3
Netherlands,Croatia,2001,4
Netherlands,Dem. Rep. of the Congo,2001,35
Netherlands,Eritrea,2001,3
Netherlands,Ethiopia,2001,6
Netherlands,Iran (Islamic Rep. of),2001,6
Netherlands,Iraq,2001,10
Netherlands,Myanmar,2001,52
Netherlands,Rwanda,2001,4
Netherlands,Sierra Leone,2001,3
Netherlands,Somalia,2001,18
Netherlands,Sri Lanka,2001,4
Netherlands,Sudan,2001,13
Netherlands,Uganda,2001,1
Netherlands,Uzbekistan,2001,5
New Zealand,Afghanistan,2001,200
New Zealand,Burundi,2001,2
New Zealand,Dem. Rep. of the Congo,2001,1
New Zealand,Djibouti,2001,17
New Zealand,Eritrea,2001,2
New Zealand,Ethiopia,2001,104
New Zealand,Iran (Islamic Rep. of),2001,98
New Zealand,Iraq,2001,77
New Zealand,Myanmar,2001,131
New Zealand,Somalia,2001,120
New Zealand,Sri Lanka,2001,2
New Zealand,Sudan,2001,1
New Zealand,Turkey,2001,7
New Zealand,Yemen,2001,1
Norway,Afghanistan,2001,347
Norway,Algeria,2001,1
Norway,Belgium,2001,2
Norway,Burundi,2001,11
Norway,Cameroon,2001,5
Norway,China,2001,5
Norway,Colombia,2001,12
Norway,Congo,2001,58
Norway,Croatia,2001,7
Norway,Dem. Rep. of the Congo,2001,6
Norway,Eritrea,2001,11
Norway,Ethiopia,2001,2
Norway,Indonesia,2001,10
Norway,Iran (Islamic Rep. of),2001,317
Norway,Iraq,2001,127
Norway,Kazakhstan,2001,1
Norway,Myanmar,2001,33
Norway,Rep. of Moldova,2001,1
Norway,Russian Federation,2001,12
Norway,Rwanda,2001,47
Norway,Serbia and Kosovo: S/RES/1244 (1999),2001,110
Norway,Sierra Leone,2001,2
Norway,Somalia,2001,22
Norway,Sri Lanka,2001,4
Norway,Stateless,2001,4
Norway,Sudan,2001,92
Norway,Tajikistan,2001,3
Norway,Turkey,2001,11
Norway,Uzbekistan,2001,5
Norway,Yemen,2001,1
Sweden,Afghanistan,2001,270
Sweden,Bosnia and Herzegovina,2001,21
Sweden,China,2001,5
Sweden,Colombia,2001,31
Sweden,Ethiopia,2001,11
Sweden,Iran (Islamic Rep. of),2001,296
Sweden,Iraq,2001,254
Sweden,Russian Federation,2001,1
Sweden,Serbia and Kosovo: S/RES/1244 (1999),2001,7
Sweden,Somalia,2001,11
Sweden,Stateless,2001,3
Sweden,Syrian Arab Rep.,2001,1
Sweden,Various/unknown,2001,178
United States of America,Afghanistan,2001,2964
United States of America,Albania,2001,3
United States of America,Algeria,2001,31
United States of America,Angola,2001,34
United States of America,Argentina,2001,5
United States of America,Armenia,2001,27
United States of America,Azerbaijan,2001,434
United States of America,Belarus,2001,914
United States of America,Bosnia and Herzegovina,2001,14594
United States of America,Burundi,2001,109
United States of America,Côte d'Ivoire,2001,1
United States of America,Cambodia,2001,23
United States of America,Cameroon,2001,5
United States of America,China,2001,12
United States of America,Congo,2001,6
United States of America,Croatia,2001,1020
United States of America,Cuba,2001,2944
United States of America,Dem. Rep. of the Congo,2001,256
United States of America,Egypt,2001,8
United States of America,Eritrea,2001,109
United States of America,Estonia,2001,49
United States of America,Ethiopia,2001,1429
United States of America,Gambia,2001,5
United States of America,Georgia,2001,47
United States of America,Guinea,2001,4
United States of America,Haiti,2001,23
United States of America,Indonesia,2001,5
United States of America,Iran (Islamic Rep. of),2001,6582
United States of America,Iraq,2001,2473
United States of America,Kazakhstan,2001,280
United States of America,Kenya,2001,13
United States of America,Kyrgyzstan,2001,100
United States of America,Lao People's Dem. Rep.,2001,22
United States of America,Latvia,2001,117
United States of America,Liberia,2001,3415
United States of America,Libya,2001,5
United States of America,Lithuania,2001,30
United States of America,Mauritania,2001,202
United States of America,Myanmar,2001,543
United States of America,Nigeria,2001,81
United States of America,Pakistan,2001,3
United States of America,Rep. of Moldova,2001,1055
United States of America,Russian Federation,2001,4089
United States of America,Rwanda,2001,94
United States of America,Serbia and Kosovo: S/RES/1244 (1999),2001,151
United States of America,Sierra Leone,2001,1999
United States of America,Somalia,2001,4939
United States of America,Sri Lanka,2001,2
United States of America,Sudan,2001,5958
United States of America,Syrian Arab Rep.,2001,8
United States of America,Tajikistan,2001,9
United States of America,The former Yugoslav Rep. of Macedonia,2001,2
United States of America,Togo,2001,279
United States of America,Turkmenistan,2001,7
United States of America,Uganda,2001,12
United States of America,Ukraine,2001,6939
United States of America,Uzbekistan,2001,672
United States of America,Various/unknown,2001,175
United States of America,Viet Nam,2001,3109
Australia,Afghanistan,2002,833
Australia,Algeria,2002,1
Australia,Bangladesh,2002,4
Australia,Bosnia and Herzegovina,2002,161
Australia,Burundi,2002,5
Australia,China,2002,12
Australia,Colombia,2002,7
Australia,Congo,2002,5
Australia,Croatia,2002,368
Australia,Cuba,2002,4
Australia,Egypt,2002,26
Australia,Eritrea,2002,55
Australia,Ethiopia,2002,398
Australia,Guinea,2002,1
Australia,Haiti,2002,6
Australia,Iran (Islamic Rep. of),2002,307
Australia,Iraq,2002,2139
Australia,Jordan,2002,1
Australia,Kenya,2002,2
Australia,Kuwait,2002,33
Australia,Lebanon,2002,89
Australia,Liberia,2002,159
Australia,Myanmar,2002,68
Australia,Pakistan,2002,21
Australia,Palestinian,2002,11
Australia,Philippines,2002,5
Australia,Rwanda,2002,14
Australia,Serbia and Kosovo: S/RES/1244 (1999),2002,1239
Australia,Sierra Leone,2002,255
Australia,Somalia,2002,128
Australia,Sri Lanka,2002,36
Australia,Stateless,2002,11
Australia,Sudan,2002,2587
Australia,Syrian Arab Rep.,2002,3
Australia,Turkey,2002,111
Australia,Uganda,2002,24
Australia,United Kingdom of Great Britain and Northern Ireland,2002,4
Australia,Viet Nam,2002,39
Benin,Chad,2002,6
Benin,Equatorial Guinea,2002,1
Brazil,Afghanistan,2002,23
Canada,Afghanistan,2002,2950
Canada,Algeria,2002,13
Canada,Bosnia and Herzegovina,2002,165
Canada,Burundi,2002,248
Canada,Colombia,2002,1208
Canada,Croatia,2002,86
Canada,Dem. Rep. of the Congo,2002,311
Canada,Egypt,2002,306
Canada,El Salvador,2002,12
Canada,Eritrea,2002,87
Canada,Ethiopia,2002,399
Canada,Guatemala,2002,30
Canada,India,2002,131
Canada,Iran (Islamic Rep. of),2002,909
Canada,Iraq,2002,922
Canada,Liberia,2002,35
Canada,Myanmar,2002,66
Canada,Pakistan,2002,64
Canada,Russian Federation,2002,93
Canada,Rwanda,2002,67
Canada,Serbia and Kosovo: S/RES/1244 (1999),2002,57
Canada,Sierra Leone,2002,356
Canada,Somalia,2002,116
Canada,Sri Lanka,2002,55
Canada,Sudan,2002,993
Canada,Togo,2002,29
Canada,Various/unknown,2002,681
Denmark,Afghanistan,2002,42
Denmark,Burundi,2002,2
Denmark,China,2002,6
Denmark,Congo,2002,34
Denmark,Dem. Rep. of the Congo,2002,15
Denmark,Djibouti,2002,1
Denmark,Ethiopia,2002,5
Denmark,Iran (Islamic Rep. of),2002,130
Denmark,Iraq,2002,208
Denmark,Kenya,2002,1
Denmark,Liberia,2002,7
Denmark,Myanmar,2002,1
Denmark,Palestinian,2002,1
Denmark,Rwanda,2002,7
Denmark,Sierra Leone,2002,1
Denmark,Somalia,2002,4
Denmark,Sri Lanka,2002,6
Denmark,Stateless,2002,7
Denmark,Sudan,2002,10
Denmark,Syrian Arab Rep.,2002,1
Denmark,Uzbekistan,2002,1
Finland,Afghanistan,2002,271
Finland,Burundi,2002,4
Finland,Iran (Islamic Rep. of),2002,180
Finland,Iraq,2002,109
Finland,Myanmar,2002,1
Finland,Serbia and Kosovo: S/RES/1244 (1999),2002,4
Finland,Somalia,2002,2
Ireland,Dem. Rep. of the Congo,2002,10
Ireland,Iran (Islamic Rep. of),2002,13
Netherlands,Afghanistan,2002,12
Netherlands,Burundi,2002,4
Netherlands,China,2002,4
Netherlands,Congo,2002,9
Netherlands,Croatia,2002,2
Netherlands,Dem. Rep. of the Congo,2002,19
Netherlands,Eritrea,2002,3
Netherlands,Iran (Islamic Rep. of),2002,8
Netherlands,Iraq,2002,15
Netherlands,Liberia,2002,3
Netherlands,Mauritania,2002,5
Netherlands,Myanmar,2002,17
Netherlands,Papua New Guinea,2002,6
Netherlands,Rwanda,2002,17
Netherlands,Serbia and Kosovo: S/RES/1244 (1999),2002,10
Netherlands,Sierra Leone,2002,2
Netherlands,Somalia,2002,7
Netherlands,Sudan,2002,4
Netherlands,Syrian Arab Rep.,2002,6
Netherlands,Uganda,2002,2
New Zealand,Afghanistan,2002,106
New Zealand,Algeria,2002,1
New Zealand,Burundi,2002,6
New Zealand,Cambodia,2002,9
New Zealand,China,2002,2
New Zealand,Dem. Rep. of the Congo,2002,2
New Zealand,Eritrea,2002,1
New Zealand,Ethiopia,2002,68
New Zealand,India,2002,1
New Zealand,Indonesia,2002,3
New Zealand,Iran (Islamic Rep. of),2002,46
New Zealand,Iraq,2002,216
New Zealand,Myanmar,2002,4
New Zealand,Pakistan,2002,2
New Zealand,Palestinian,2002,13
New Zealand,Rwanda,2002,4
New Zealand,Somalia,2002,159
New Zealand,Sri Lanka,2002,18
New Zealand,Stateless,2002,5
New Zealand,Sudan,2002,1
New Zealand,Syrian Arab Rep.,2002,3
New Zealand,Thailand,2002,2
New Zealand,Turkey,2002,2
Norway,Afghanistan,2002,203
Norway,Azerbaijan,2002,6
Norway,Belarus,2002,1
Norway,Bosnia and Herzegovina,2002,1
Norway,Burundi,2002,88
Norway,Cambodia,2002,1
Norway,Cameroon,2002,2
Norway,China,2002,6
Norway,Colombia,2002,9
Norway,Congo,2002,18
Norway,Croatia,2002,9
Norway,Dem. Rep. of the Congo,2002,104
Norway,Eritrea,2002,11
Norway,India,2002,16
Norway,Iran (Islamic Rep. of),2002,286
Norway,Iraq,2002,167
Norway,Kazakhstan,2002,3
Norway,Lebanon,2002,2
Norway,Liberia,2002,22
Norway,Myanmar,2002,5
Norway,Russian Federation,2002,7
Norway,Rwanda,2002,59
Norway,Serbia and Kosovo: S/RES/1244 (1999),2002,22
Norway,Sierra Leone,2002,15
Norway,Somalia,2002,22
Norway,Sri Lanka,2002,4
Norway,Stateless,2002,10
Norway,Sudan,2002,92
Norway,Syrian Arab Rep.,2002,7
Norway,Tajikistan,2002,3
Norway,Thailand,2002,3
Norway,Turkmenistan,2002,3
Norway,Uganda,2002,1
Norway,Uzbekistan,2002,7
Norway,Yemen,2002,1
Sweden,Afghanistan,2002,156
Sweden,Bangladesh,2002,3
Sweden,China,2002,18
Sweden,Colombia,2002,16
Sweden,Ethiopia,2002,10
Sweden,Iran (Islamic Rep. of),2002,192
Sweden,Iraq,2002,247
Sweden,Lebanon,2002,1
Sweden,Russian Federation,2002,12
Sweden,Serbia and Kosovo: S/RES/1244 (1999),2002,16
Sweden,Somalia,2002,35
Sweden,Sri Lanka,2002,6
Sweden,Stateless,2002,8
Sweden,Uganda,2002,13
Sweden,Various/unknown,2002,308
Sweden,Viet Nam,2002,1
United States of America,Afghanistan,2002,1649
United States of America,Albania,2002,5
United States of America,Angola,2002,16
United States of America,Armenia,2002,30
United States of America,Azerbaijan,2002,115
United States of America,Bosnia and Herzegovina,2002,4865
United States of America,Burundi,2002,62
United States of America,Côte d'Ivoire,2002,4
United States of America,Cameroon,2002,6
United States of America,China,2002,11
United States of America,Colombia,2002,7
United States of America,Congo,2002,20
United States of America,Croatia,2002,408
United States of America,Cuba,2002,1901
United States of America,Dem. Rep. of the Congo,2002,86
United States of America,Eritrea,2002,9
United States of America,Estonia,2002,39
United States of America,Ethiopia,2002,311
United States of America,Georgia,2002,14
United States of America,Guinea,2002,5
United States of America,Haiti,2002,4
United States of America,Indonesia,2002,18
United States of America,Iran (Islamic Rep. of),2002,1430
United States of America,Iraq,2002,457
United States of America,Kazakhstan,2002,218
United States of America,Kenya,2002,24
United States of America,Kuwait,2002,6
United States of America,Kyrgyzstan,2002,67
United States of America,Lao People's Dem. Rep.,2002,18
United States of America,Latvia,2002,58
United States of America,Lebanon,2002,8
United States of America,Liberia,2002,520
United States of America,Lithuania,2002,1
United States of America,Mauritania,2002,6
United States of America,Myanmar,2002,125
United States of America,Nigeria,2002,26
United States of America,Rep. of Moldova,2002,1014
United States of America,Romania,2002,1
United States of America,Russian Federation,2002,2129
United States of America,Rwanda,2002,36
United States of America,Senegal,2002,2
United States of America,Sierra Leone,2002,101
United States of America,Somalia,2002,295
United States of America,Sri Lanka,2002,5
United States of America,Sudan,2002,815
United States of America,Syrian Arab Rep.,2002,4
United States of America,Tajikistan,2002,4
United States of America,The former Yugoslav Rep. of Macedonia,2002,4
United States of America,Togo,2002,14
United States of America,Turkmenistan,2002,1
United States of America,Uganda,2002,2
United States of America,Ukraine,2002,5020
United States of America,United Kingdom of Great Britain and Northern Ireland,2002,1
United States of America,United Rep. of Tanzania,2002,4
United States of America,Uzbekistan,2002,400
United States of America,Various/unknown,2002,1061
United States of America,Viet Nam,2002,2855
Australia,Afghanistan,2003,1180
Australia,Algeria,2003,4
Australia,Bosnia and Herzegovina,2003,39
Australia,Burundi,2003,57
Australia,China,2003,20
Australia,Colombia,2003,2
Australia,Congo,2003,118
Australia,Croatia,2003,133
Australia,Czech Rep.,2003,3
Australia,Dem. Rep. of the Congo,2003,20
Australia,Djibouti,2003,5
Australia,Ecuador,2003,3
Australia,Egypt,2003,34
Australia,El Salvador,2003,1
Australia,Eritrea,2003,135
Australia,Ethiopia,2003,620
Australia,Germany,2003,3
Australia,India,2003,5
Australia,Indonesia,2003,655
Australia,Iran (Islamic Rep. of),2003,432
Australia,Iraq,2003,1944
Australia,Jordan,2003,1
Australia,Kenya,2003,13
Australia,Kuwait,2003,43
Australia,Lebanon,2003,38
Australia,Liberia,2003,111
Australia,Myanmar,2003,53
Australia,Nigeria,2003,1
Australia,Pakistan,2003,90
Australia,Palestinian,2003,4
Australia,Peru,2003,1
Australia,Philippines,2003,1
Australia,Russian Federation,2003,2
Australia,Rwanda,2003,36
Australia,Saudi Arabia,2003,1
Australia,Serbia and Kosovo: S/RES/1244 (1999),2003,768
Australia,Sierra Leone,2003,100
Australia,Solomon Islands,2003,4
Australia,Somalia,2003,174
Australia,South Africa,2003,3
Australia,Sri Lanka,2003,18
Australia,Stateless,2003,6
Australia,Sudan,2003,4655
Australia,Syrian Arab Rep.,2003,10
Australia,Timor-Leste,2003,124
Australia,Tunisia,2003,2
Australia,Turkey,2003,21
Australia,Uganda,2003,4
Australia,United Arab Emirates,2003,1
Australia,Various/unknown,2003,9
Australia,Viet Nam,2003,133
Australia,Yemen,2003,10
Australia,Zimbabwe,2003,5
Brazil,Colombia,2003,15
Brazil,Dem. Rep. of the Congo,2003,1
Canada,Afghanistan,2003,2789
Canada,Algeria,2003,14
Canada,Angola,2003,10
Canada,Azerbaijan,2003,9
Canada,Belarus,2003,2
Canada,Bosnia and Herzegovina,2003,19
Canada,Burundi,2003,207
Canada,Cambodia,2003,6
Canada,Cameroon,2003,2
Canada,Chad,2003,4
Canada,China,2003,24
Canada,Colombia,2003,1884
Canada,Congo,2003,32
Canada,Croatia,2003,19
Canada,Cuba,2003,4
Canada,Dem. Rep. of the Congo,2003,437
Canada,Ecuador,2003,2
Canada,Egypt,2003,216
Canada,El Salvador,2003,6
Canada,Eritrea,2003,136
Canada,Ethiopia,2003,793
Canada,Guatemala,2003,7
Canada,India,2003,27
Canada,Iran (Islamic Rep. of),2003,595
Canada,Iraq,2003,528
Canada,Jordan,2003,6
Canada,Kenya,2003,3
Canada,Lebanon,2003,2
Canada,Liberia,2003,126
Canada,Myanmar,2003,204
Canada,Nigeria,2003,3
Canada,Pakistan,2003,144
Canada,Palestinian,2003,5
Canada,Philippines,2003,2
Canada,Rep. of Moldova,2003,5
Canada,Romania,2003,2
Canada,Russian Federation,2003,128
Canada,Rwanda,2003,144
Canada,Serbia and Kosovo: S/RES/1244 (1999),2003,55
Canada,Sierra Leone,2003,339
Canada,Somalia,2003,211
Canada,Sri Lanka,2003,44
Canada,Stateless,2003,106
Canada,Sudan,2003,1349
Canada,Syrian Arab Rep.,2003,4
Canada,The former Yugoslav Rep. of Macedonia,2003,4
Canada,Togo,2003,19
Canada,Turkey,2003,8
Canada,Uganda,2003,7
Canada,Ukraine,2003,5
Canada,Uzbekistan,2003,24
Canada,Various/unknown,2003,2
Canada,Zimbabwe,2003,8
Central African Rep.,Angola,2003,2
Central African Rep.,Liberia,2003,8
Central African Rep.,Nigeria,2003,2
Central African Rep.,Rwanda,2003,12
Denmark,Afghanistan,2003,35
Denmark,Algeria,2003,5
Denmark,Burundi,2003,3
Denmark,Cambodia,2003,22
Denmark,Cameroon,2003,1
Denmark,China,2003,25
Denmark,Congo,2003,41
Denmark,Dem. Rep. of the Congo,2003,2
Denmark,Egypt,2003,1
Denmark,Eritrea,2003,11
Denmark,India,2003,3
Denmark,Indonesia,2003,110
Denmark,Iran (Islamic Rep. of),2003,40
Denmark,Iraq,2003,4
Denmark,Malaysia,2003,1
Denmark,Myanmar,2003,141
Denmark,Pakistan,2003,1
Denmark,Palestinian,2003,1
Denmark,Russian Federation,2003,1
Denmark,Sierra Leone,2003,1
Denmark,Somalia,2003,7
Denmark,Sri Lanka,2003,22
Denmark,Stateless,2003,6
Denmark,Sudan,2003,8
Denmark,Tunisia,2003,15
Denmark,Viet Nam,2003,2
Finland,Afghanistan,2003,152
Finland,Dem. Rep. of the Congo,2003,9
Finland,Eritrea,2003,47
Finland,Iran (Islamic Rep. of),2003,173
Finland,Iraq,2003,24
Finland,Liberia,2003,10
Finland,Sudan,2003,134
Finland,Various/unknown,2003,13
Iceland,Serbia and Kosovo: S/RES/1244 (1999),2003,24
Ireland,Afghanistan,2003,2
Ireland,Dem. Rep. of the Congo,2003,11
Ireland,Ethiopia,2003,10
Ireland,Iran (Islamic Rep. of),2003,10
Ireland,Iraq,2003,5
Ireland,Russian Federation,2003,14
Ireland,Serbia and Kosovo: S/RES/1244 (1999),2003,2
Mexico,Bangladesh,2003,2
Mexico,Colombia,2003,2
Mexico,Cuba,2003,2
Netherlands,Afghanistan,2003,27
Netherlands,Burundi,2003,12
Netherlands,Cambodia,2003,1
Netherlands,China,2003,4
Netherlands,Colombia,2003,34
Netherlands,Congo,2003,6
Netherlands,Dem. Rep. of the Congo,2003,3
Netherlands,Eritrea,2003,16
Netherlands,Ethiopia,2003,19
Netherlands,Iraq,2003,5
Netherlands,Liberia,2003,1
Netherlands,Myanmar,2003,1
Netherlands,Rwanda,2003,8
Netherlands,Sierra Leone,2003,10
Netherlands,Somalia,2003,16
Netherlands,Sudan,2003,3
Netherlands,Togo,2003,2
Netherlands,Turkey,2003,1
Netherlands,Viet Nam,2003,4
New Zealand,Afghanistan,2003,56
New Zealand,Algeria,2003,1
New Zealand,Burundi,2003,3
New Zealand,China,2003,3
New Zealand,Eritrea,2003,73
New Zealand,Ethiopia,2003,40
New Zealand,Iran (Islamic Rep. of),2003,7
New Zealand,Iraq,2003,296
New Zealand,Kuwait,2003,1
New Zealand,Myanmar,2003,21
New Zealand,Pakistan,2003,1
New Zealand,Palestinian,2003,7
New Zealand,Rwanda,2003,4
New Zealand,Somalia,2003,38
New Zealand,Sri Lanka,2003,8
New Zealand,Sudan,2003,82
New Zealand,Syrian Arab Rep.,2003,4
New Zealand,Turkey,2003,6
New Zealand,Uganda,2003,2
Norway,Afghanistan,2003,85
Norway,Algeria,2003,4
Norway,Azerbaijan,2003,3
Norway,Burundi,2003,133
Norway,Cambodia,2003,19
Norway,Chad,2003,8
Norway,China,2003,20
Norway,Congo,2003,15
Norway,Dem. Rep. of the Congo,2003,156
Norway,El Salvador,2003,65
Norway,Eritrea,2003,29
Norway,Ethiopia,2003,47
Norway,Guinea,2003,1
Norway,India,2003,2
Norway,Indonesia,2003,75
Norway,Iran (Islamic Rep. of),2003,237
Norway,Iraq,2003,59
Norway,Liberia,2003,402
Norway,Malaysia,2003,3
Norway,Myanmar,2003,129
Norway,Nepal,2003,3
Norway,Nigeria,2003,1
Norway,Pakistan,2003,3
Norway,Philippines,2003,1
Norway,Russian Federation,2003,28
Norway,Rwanda,2003,23
Norway,Somalia,2003,6
Norway,Stateless,2003,16
Norway,Sudan,2003,44
Norway,Syrian Arab Rep.,2003,1
Norway,Tajikistan,2003,1
Norway,Turkmenistan,2003,2
Norway,Zambia,2003,12
Sweden,Afghanistan,2003,244
Sweden,Albania,2003,3
Sweden,Angola,2003,1
Sweden,Azerbaijan,2003,2
Sweden,Bosnia and Herzegovina,2003,4
Sweden,Burundi,2003,2
Sweden,China,2003,34
Sweden,Colombia,2003,46
Sweden,Congo,2003,21
Sweden,Dem. Rep. of the Congo,2003,31
Sweden,Egypt,2003,1
Sweden,Eritrea,2003,9
Sweden,Ethiopia,2003,4
Sweden,Honduras,2003,24
Sweden,Iran (Islamic Rep. of),2003,75
Sweden,Iraq,2003,91
Sweden,Liberia,2003,101
Sweden,Myanmar,2003,5
Sweden,Pakistan,2003,10
Sweden,Peru,2003,1
Sweden,Russian Federation,2003,48
Sweden,Rwanda,2003,18
Sweden,Sierra Leone,2003,69
Sweden,Somalia,2003,13
Sweden,Sri Lanka,2003,16
Sweden,Stateless,2003,4
Sweden,Sudan,2003,23
Sweden,Syrian Arab Rep.,2003,1
Sweden,Turkmenistan,2003,5
Sweden,Ukraine,2003,2
Sweden,Uzbekistan,2003,8
Sweden,Various/unknown,2003,26
United States of America,Afghanistan,2003,1453
United States of America,Albania,2003,2
United States of America,Algeria,2003,4
United States of America,Angola,2003,21
United States of America,Armenia,2003,63
United States of America,Azerbaijan,2003,406
United States of America,Bangladesh,2003,1
United States of America,Belarus,2003,702
United States of America,Bosnia and Herzegovina,2003,525
United States of America,Burundi,2003,16
United States of America,Côte d'Ivoire,2003,4
United States of America,Cambodia,2003,7
United States of America,Cameroon,2003,6
United States of America,China,2003,9
United States of America,Colombia,2003,149
United States of America,Congo,2003,41
United States of America,Croatia,2003,144
United States of America,Cuba,2003,303
United States of America,Dem. Rep. of the Congo,2003,251
United States of America,Eritrea,2003,23
United States of America,Estonia,2003,28
United States of America,Ethiopia,2003,1704
United States of America,Gambia,2003,12
United States of America,Georgia,2003,53
United States of America,Guinea,2003,2
United States of America,Indonesia,2003,17
United States of America,Iran (Islamic Rep. of),2003,2471
United States of America,Iraq,2003,298
United States of America,Kazakhstan,2003,118
United States of America,Kenya,2003,3
United States of America,Kyrgyzstan,2003,46
United States of America,Lao People's Dem. Rep.,2003,13
United States of America,Latvia,2003,49
United States of America,Liberia,2003,2957
United States of America,Lithuania,2003,21
United States of America,Myanmar,2003,203
United States of America,Nigeria,2003,57
United States of America,Pakistan,2003,18
United States of America,Philippines,2003,1
United States of America,Rep. of Moldova,2003,616
United States of America,Russian Federation,2003,1394
United States of America,Rwanda,2003,47
United States of America,Serbia and Kosovo: S/RES/1244 (1999),2003,38
United States of America,Sierra Leone,2003,1378
United States of America,Slovakia,2003,1
United States of America,Somalia,2003,1993
